Yer,Puan,Şehir,KullanıcıSayısı,Kategori,Mevsim
Gezilecek Yer 403,4.1,Konya,21315,Müze,Bahar
Gezilecek Yer 404,4.1,Adana,2482,Park,Kış
Gezilecek Yer 405,4.1,Antalya,15481,Müze,Sonbahar
Gezilecek Yer 406,4.4,Antalya,5584,Müze,Sonbahar
Gezilecek Yer 407,3.8,İstanbul,17488,Plaj,Yaz
Gezilecek Yer 408,4.3,Bursa,10248,Restoran,Sonbahar
Gezilecek Yer 409,3.6,Konya,6506,Park,Kış
Gezilecek Yer 410,4.0,Muğla,46531,Restoran,Sonbahar
Gezilecek Yer 411,3.7,Trabzon,17916,Tarihi Yer,Kış
Gezilecek Yer 412,3.5,Konya,48267,Restoran,Yaz
Gezilecek Yer 413,3.7,İzmir,31774,Plaj,Sonbahar
Gezilecek Yer 414,4.9,Antalya,46086,Restoran,Bahar
Gezilecek Yer 415,4.5,Trabzon,11920,Restoran,Sonbahar
Gezilecek Yer 416,3.8,Bursa,12934,Plaj,Sonbahar
Gezilecek Yer 417,3.8,Konya,19169,Plaj,Bahar
Gezilecek Yer 418,4.0,Bursa,27783,Park,Bahar
Gezilecek Yer 419,3.7,Muğla,28540,Tarihi Yer,Sonbahar
Gezilecek Yer 420,4.0,İzmir,11045,Restoran,Bahar
Gezilecek Yer 421,3.7,Ankara,18402,Restoran,Kış
Gezilecek Yer 422,3.7,Bodrum,54697,Park,Sonbahar
Gezilecek Yer 423,4.0,Ankara,47237,Müze,Kış
Gezilecek Yer 424,4.4,Bodrum,45690,Müze,Bahar
Gezilecek Yer 425,4.9,Ankara,29196,Plaj,Sonbahar
Gezilecek Yer 426,3.8,Adana,51416,Tarihi Yer,Sonbahar
Gezilecek Yer 427,4.2,Muğla,42640,Park,Kış
Gezilecek Yer 428,4.8,Adana,20005,Müze,Sonbahar
Gezilecek Yer 429,4.9,Muğla,47582,Park,Yaz
Gezilecek Yer 430,4.9,Muğla,7437,Plaj,Yaz
Gezilecek Yer 431,4.7,Ankara,1050,Müze,Kış
Gezilecek Yer 432,4.4,Adana,25123,Müze,Kış
Gezilecek Yer 433,4.1,Muğla,32786,Park,Kış
Gezilecek Yer 434,4.8,Konya,7860,Restoran,Bahar
Gezilecek Yer 435,3.7,İstanbul,5494,Plaj,Kış
Gezilecek Yer 436,4.6,Konya,27193,Plaj,Sonbahar
Gezilecek Yer 437,4.5,Bursa,50,Restoran,Bahar
Gezilecek Yer 438,5.0,Trabzon,50876,Tarihi Yer,Yaz
Gezilecek Yer 439,4.1,Bursa,26311,Müze,Kış
Gezilecek Yer 440,4.1,Konya,2154,Müze,Bahar
Gezilecek Yer 441,3.7,Ankara,29901,Restoran,Sonbahar
Gezilecek Yer 442,4.0,Muğla,12733,Plaj,Yaz
Gezilecek Yer 443,4.5,Adana,20125,Müze,Sonbahar
Gezilecek Yer 444,3.9,Antalya,52106,Tarihi Yer,Sonbahar
Gezilecek Yer 445,3.8,Bursa,12203,Restoran,Yaz
Gezilecek Yer 446,3.7,Bodrum,50592,Tarihi Yer,Sonbahar
Gezilecek Yer 447,4.0,İstanbul,52319,Plaj,Sonbahar
Gezilecek Yer 448,3.6,Trabzon,12280,Müze,Kış
Gezilecek Yer 449,3.7,Bodrum,31948,Müze,Bahar
Gezilecek Yer 450,4.7,Ankara,29006,Restoran,Bahar
Gezilecek Yer 451,5.0,Adana,17221,Restoran,Sonbahar
Gezilecek Yer 452,4.0,Ankara,49488,Tarihi Yer,Bahar
Gezilecek Yer 453,3.7,Trabzon,21820,Restoran,Bahar
Gezilecek Yer 454,4.6,Bodrum,1802,Restoran,Kış
Gezilecek Yer 455,4.7,Adana,19719,Tarihi Yer,Kış
Gezilecek Yer 456,4.8,Konya,19299,Müze,Kış
Gezilecek Yer 457,4.3,İstanbul,22069,Park,Bahar
Gezilecek Yer 458,3.7,Adana,2714,Park,Kış
Gezilecek Yer 459,3.9,Trabzon,48207,Müze,Kış
Gezilecek Yer 460,3.7,Trabzon,14198,Park,Yaz
Gezilecek Yer 461,3.5,Antalya,2517,Tarihi Yer,Sonbahar
Gezilecek Yer 462,4.5,Antalya,44014,Park,Yaz
Gezilecek Yer 463,4.4,İstanbul,43250,Müze,Kış
Gezilecek Yer 464,4.4,Adana,31726,Plaj,Yaz
Gezilecek Yer 465,4.0,Trabzon,16764,Müze,Yaz
Gezilecek Yer 466,3.8,Bodrum,22523,Park,Yaz
Gezilecek Yer 467,4.0,Bodrum,5864,Park,Yaz
Gezilecek Yer 468,4.8,Bodrum,3979,Müze,Sonbahar
Gezilecek Yer 469,4.7,Antalya,49786,Plaj,Sonbahar
Gezilecek Yer 470,3.9,Ankara,11063,Tarihi Yer,Sonbahar
Gezilecek Yer 471,4.8,Konya,46849,Müze,Bahar
Gezilecek Yer 472,4.4,Konya,54342,Park,Kış
Gezilecek Yer 473,3.9,Antalya,51213,Park,Bahar
Gezilecek Yer 474,4.2,Antalya,18131,Müze,Sonbahar
Gezilecek Yer 475,3.7,İzmir,53014,Restoran,Kış
Gezilecek Yer 476,4.2,Bursa,33761,Plaj,Bahar
Gezilecek Yer 477,4.4,Muğla,20110,Plaj,Sonbahar
Gezilecek Yer 478,4.6,Konya,42550,Plaj,Yaz
Gezilecek Yer 479,3.9,Trabzon,33537,Park,Bahar
Gezilecek Yer 480,3.5,Konya,1108,Tarihi Yer,Bahar
Gezilecek Yer 481,3.8,Muğla,14958,Plaj,Yaz
Gezilecek Yer 482,4.3,Trabzon,1661,Restoran,Bahar
Gezilecek Yer 483,4.9,Konya,29309,Restoran,Kış
Gezilecek Yer 484,4.0,Konya,33608,Müze,Kış
Gezilecek Yer 485,3.6,İzmir,9700,Park,Bahar
Gezilecek Yer 486,4.0,Adana,2223,Restoran,Bahar
Gezilecek Yer 487,4.4,Bursa,22676,Tarihi Yer,Kış
Gezilecek Yer 488,4.3,Muğla,4726,Tarihi Yer,Bahar
Gezilecek Yer 489,4.4,Trabzon,53051,Park,Bahar
Gezilecek Yer 490,4.9,Ankara,35703,Restoran,Bahar
Gezilecek Yer 491,4.3,Konya,19175,Restoran,Bahar
Gezilecek Yer 492,3.7,Trabzon,11802,Restoran,Kış
Gezilecek Yer 493,3.9,İstanbul,46166,Plaj,Kış
Gezilecek Yer 494,4.0,Trabzon,29998,Plaj,Kış
Gezilecek Yer 495,3.6,İzmir,15655,Müze,Sonbahar
Gezilecek Yer 496,4.1,Ankara,38837,Müze,Kış
Gezilecek Yer 497,4.8,Konya,48839,Müze,Kış
Gezilecek Yer 498,4.7,İzmir,54488,Restoran,Bahar
Gezilecek Yer 499,3.8,İstanbul,11407,Restoran,Sonbahar
Gezilecek Yer 500,4.8,Bursa,59748,Plaj,Bahar
Gezilecek Yer 501,4.6,Trabzon,57435,Park,Kış
Gezilecek Yer 502,3.6,İzmir,28167,Restoran,Sonbahar
Gezilecek Yer 503,3.8,Bursa,26054,Tarihi Yer,Kış
Gezilecek Yer 504,4.3,İstanbul,8487,Müze,Yaz
Gezilecek Yer 505,4.5,İstanbul,54419,Restoran,Yaz
Gezilecek Yer 506,3.5,İzmir,24178,Müze,Sonbahar
Gezilecek Yer 507,4.1,İstanbul,51548,Plaj,Yaz
Gezilecek Yer 508,4.2,Bodrum,51169,Restoran,Bahar
Gezilecek Yer 509,3.9,Bodrum,40405,Plaj,Sonbahar
Gezilecek Yer 510,4.3,Muğla,45122,Plaj,Bahar
Gezilecek Yer 511,4.6,Antalya,7713,Plaj,Kış
Gezilecek Yer 512,4.6,İzmir,59140,Tarihi Yer,Bahar
Gezilecek Yer 513,4.1,Adana,43420,Tarihi Yer,Bahar
Gezilecek Yer 514,4.2,İzmir,55263,Plaj,Yaz
Gezilecek Yer 515,4.3,İstanbul,1309,Tarihi Yer,Yaz
Gezilecek Yer 516,4.1,Ankara,41578,Müze,Bahar
Gezilecek Yer 517,5.0,Konya,58692,Restoran,Kış
Gezilecek Yer 518,4.7,Konya,46273,Restoran,Kış
Gezilecek Yer 519,4.6,Trabzon,45527,Restoran,Sonbahar
Gezilecek Yer 520,4.7,Konya,30751,Tarihi Yer,Yaz
Gezilecek Yer 521,3.8,Bursa,24368,Müze,Kış
Gezilecek Yer 522,4.2,Konya,18276,Plaj,Kış
Gezilecek Yer 523,4.7,İzmir,50456,Plaj,Bahar
Gezilecek Yer 524,4.4,Trabzon,17317,Tarihi Yer,Yaz
Gezilecek Yer 525,3.9,Konya,49237,Park,Yaz
Gezilecek Yer 526,4.8,Bodrum,28292,Tarihi Yer,Kış
Gezilecek Yer 527,4.6,Bursa,19438,Plaj,Bahar
Gezilecek Yer 528,3.9,Antalya,21850,Park,Bahar
Gezilecek Yer 529,4.5,İstanbul,51760,Park,Kış
Gezilecek Yer 530,4.4,Konya,1195,Plaj,Yaz
Gezilecek Yer 531,4.6,Muğla,47181,Park,Kış
Gezilecek Yer 532,3.8,Trabzon,17648,Restoran,Sonbahar
Gezilecek Yer 533,4.8,Antalya,48955,Park,Sonbahar
Gezilecek Yer 534,4.0,Antalya,47178,Park,Bahar
Gezilecek Yer 535,4.5,Muğla,52076,Restoran,Yaz
Gezilecek Yer 536,3.6,Trabzon,14903,Müze,Yaz
Gezilecek Yer 537,4.5,Bodrum,10711,Müze,Bahar
Gezilecek Yer 538,3.8,Konya,33824,Tarihi Yer,Yaz
Gezilecek Yer 539,4.5,Ankara,22977,Müze,Sonbahar
Gezilecek Yer 540,4.3,Trabzon,9181,Tarihi Yer,Kış
Gezilecek Yer 541,3.8,Trabzon,55331,Plaj,Yaz
Gezilecek Yer 542,3.9,Bursa,20067,Restoran,Kış
Gezilecek Yer 543,4.3,Ankara,20908,Tarihi Yer,Kış
Gezilecek Yer 544,4.3,İzmir,9467,Plaj,Kış
Gezilecek Yer 545,4.8,Muğla,42598,Park,Yaz
Gezilecek Yer 546,4.5,Trabzon,7595,Park,Yaz
Gezilecek Yer 547,3.5,Muğla,54804,Restoran,Bahar
Gezilecek Yer 548,4.1,Bodrum,5403,Park,Yaz
Gezilecek Yer 549,3.9,Bursa,15376,Tarihi Yer,Sonbahar
Gezilecek Yer 550,3.5,Konya,48114,Restoran,Sonbahar
Gezilecek Yer 551,3.9,Antalya,49634,Tarihi Yer,Kış
Gezilecek Yer 552,4.1,Antalya,23398,Plaj,Sonbahar
Gezilecek Yer 553,3.6,Antalya,13270,Plaj,Bahar
Gezilecek Yer 554,4.1,İstanbul,11141,Müze,Kış
Gezilecek Yer 555,4.7,Antalya,59255,Plaj,Kış
Gezilecek Yer 556,3.9,Adana,37778,Müze,Yaz
Gezilecek Yer 557,4.8,İstanbul,30423,Müze,Bahar
Gezilecek Yer 558,4.5,Ankara,29642,Tarihi Yer,Sonbahar
Gezilecek Yer 559,3.9,Trabzon,29007,Park,Sonbahar
Gezilecek Yer 560,4.7,Trabzon,34490,Müze,Bahar
Gezilecek Yer 561,3.8,İstanbul,36062,Müze,Yaz
Gezilecek Yer 562,4.7,Bursa,12862,Park,Bahar
Gezilecek Yer 563,4.6,Ankara,26013,Restoran,Yaz
Gezilecek Yer 564,4.3,Ankara,21687,Tarihi Yer,Bahar
Gezilecek Yer 565,4.2,Muğla,10628,Restoran,Kış
Gezilecek Yer 566,4.0,Ankara,12739,Park,Bahar
Gezilecek Yer 567,4.3,Konya,53963,Plaj,Yaz
Gezilecek Yer 568,4.9,İzmir,48267,Tarihi Yer,Bahar
Gezilecek Yer 569,4.9,Adana,14090,Restoran,Bahar
Gezilecek Yer 570,3.7,Antalya,27209,Restoran,Yaz
Gezilecek Yer 571,3.5,İstanbul,7939,Tarihi Yer,Yaz
Gezilecek Yer 572,3.9,Muğla,7775,Müze,Kış
Gezilecek Yer 573,3.8,Ankara,42010,Plaj,Kış
Gezilecek Yer 574,4.0,İzmir,19750,Restoran,Yaz
Gezilecek Yer 575,3.6,Konya,30577,Tarihi Yer,Kış
Gezilecek Yer 576,3.8,Bodrum,30860,Müze,Yaz
Gezilecek Yer 577,4.2,İstanbul,8344,Tarihi Yer,Bahar
Gezilecek Yer 578,3.6,Bursa,2080,Park,Yaz
Gezilecek Yer 579,4.9,Trabzon,52039,Restoran,Bahar
Gezilecek Yer 580,4.8,Konya,49595,Restoran,Yaz
Gezilecek Yer 581,4.4,Antalya,48932,Tarihi Yer,Yaz
Gezilecek Yer 582,4.5,İzmir,6441,Müze,Kış
Gezilecek Yer 583,4.1,İstanbul,20106,Plaj,Yaz
Gezilecek Yer 584,4.2,Trabzon,20126,Restoran,Yaz
Gezilecek Yer 585,4.8,Ankara,56586,Park,Sonbahar
Gezilecek Yer 586,4.3,Antalya,9382,Tarihi Yer,Sonbahar
Gezilecek Yer 587,3.5,Bodrum,4846,Müze,Yaz
Gezilecek Yer 588,4.1,Konya,38692,Tarihi Yer,Yaz
Gezilecek Yer 589,4.1,Antalya,25199,Tarihi Yer,Sonbahar
Gezilecek Yer 590,3.8,Ankara,58219,Plaj,Sonbahar
Gezilecek Yer 591,3.6,Bursa,953,Tarihi Yer,Bahar
Gezilecek Yer 592,4.4,Adana,15494,Restoran,Sonbahar
Gezilecek Yer 593,3.7,Adana,52472,Müze,Yaz
Gezilecek Yer 594,4.7,Bursa,32151,Park,Bahar
Gezilecek Yer 595,4.7,Muğla,1150,Müze,Yaz
Gezilecek Yer 596,4.1,Adana,30351,Müze,Sonbahar
Gezilecek Yer 597,4.4,Ankara,5001,Tarihi Yer,Kış
Gezilecek Yer 598,3.8,Muğla,47587,Plaj,Yaz
Gezilecek Yer 599,3.7,Ankara,15142,Plaj,Yaz
Gezilecek Yer 600,4.3,İstanbul,48314,Tarihi Yer,Yaz
Gezilecek Yer 601,4.7,Adana,6588,Müze,Sonbahar
Gezilecek Yer 602,4.9,Muğla,53423,Restoran,Yaz
Gezilecek Yer 603,4.8,Bodrum,29167,Müze,Bahar
Gezilecek Yer 604,3.6,Muğla,14557,Restoran,Kış
Gezilecek Yer 605,5.0,Ankara,1117,Müze,Bahar
Gezilecek Yer 606,4.3,Muğla,44660,Müze,Kış
Gezilecek Yer 607,4.2,Bodrum,18498,Restoran,Sonbahar
Gezilecek Yer 608,4.9,Bursa,42918,Müze,Kış
Gezilecek Yer 609,4.1,Bodrum,9545,Park,Sonbahar
Gezilecek Yer 610,4.7,Adana,55099,Müze,Yaz
Gezilecek Yer 611,4.3,İstanbul,46992,Plaj,Bahar
Gezilecek Yer 612,4.2,Ankara,53205,Tarihi Yer,Kış
Gezilecek Yer 613,4.0,Bursa,38630,Tarihi Yer,Yaz
Gezilecek Yer 614,5.0,Konya,2616,Restoran,Kış
Gezilecek Yer 615,4.9,Antalya,29151,Tarihi Yer,Yaz
Gezilecek Yer 616,3.8,Trabzon,14257,Tarihi Yer,Yaz
Gezilecek Yer 617,4.6,Muğla,36033,Park,Kış
Gezilecek Yer 618,3.9,Konya,50719,Tarihi Yer,Kış
Gezilecek Yer 619,4.1,Muğla,17563,Müze,Kış
Gezilecek Yer 620,4.8,Bodrum,14936,Park,Bahar
Gezilecek Yer 621,4.2,Muğla,26303,Plaj,Sonbahar
Gezilecek Yer 622,4.1,Adana,54588,Plaj,Bahar
Gezilecek Yer 623,3.9,Bodrum,45928,Park,Bahar
Gezilecek Yer 624,4.2,Konya,12290,Restoran,Sonbahar
Gezilecek Yer 625,4.3,Ankara,58281,Park,Sonbahar
Gezilecek Yer 626,3.7,Bodrum,18265,Müze,Bahar
Gezilecek Yer 627,4.9,Antalya,37725,Tarihi Yer,Yaz
Gezilecek Yer 628,4.5,Antalya,4308,Plaj,Sonbahar
Gezilecek Yer 629,4.3,Trabzon,9334,Park,Bahar
Gezilecek Yer 630,4.4,Muğla,34977,Müze,Yaz
Gezilecek Yer 631,4.0,Antalya,37875,Park,Sonbahar
Gezilecek Yer 632,3.8,Trabzon,9273,Müze,Bahar
Gezilecek Yer 633,3.7,Bodrum,27092,Plaj,Sonbahar
Gezilecek Yer 634,4.8,Trabzon,12400,Plaj,Kış
Gezilecek Yer 635,4.0,Muğla,16707,Park,Sonbahar
Gezilecek Yer 636,3.6,Bursa,50119,Müze,Sonbahar
Gezilecek Yer 637,3.7,İstanbul,59806,Müze,Bahar
Gezilecek Yer 638,4.3,İzmir,8812,Müze,Sonbahar
Gezilecek Yer 639,4.4,Adana,19900,Restoran,Bahar
Gezilecek Yer 640,4.3,Konya,20837,Müze,Bahar
Gezilecek Yer 641,3.9,İstanbul,29381,Plaj,Bahar
Gezilecek Yer 642,4.1,Trabzon,43802,Tarihi Yer,Bahar
Gezilecek Yer 643,5.0,Bursa,40662,Plaj,Bahar
Gezilecek Yer 644,4.0,Antalya,32802,Plaj,Yaz
Gezilecek Yer 645,4.5,İzmir,51260,Müze,Bahar
Gezilecek Yer 646,4.3,Muğla,40994,Plaj,Sonbahar
Gezilecek Yer 647,4.9,Trabzon,29682,Park,Yaz
Gezilecek Yer 648,4.6,Bodrum,28945,Restoran,Bahar
Gezilecek Yer 649,3.9,İzmir,51552,Restoran,Kış
Gezilecek Yer 650,3.8,Konya,2927,Restoran,Bahar
Gezilecek Yer 651,3.6,İzmir,46713,Restoran,Yaz
Gezilecek Yer 652,5.0,Adana,24924,Park,Kış
Gezilecek Yer 653,4.4,Antalya,8444,Plaj,Yaz
Gezilecek Yer 654,4.9,Konya,38838,Tarihi Yer,Bahar
Gezilecek Yer 655,4.5,Antalya,39940,Restoran,Yaz
Gezilecek Yer 656,4.3,Bodrum,3600,Plaj,Kış
Gezilecek Yer 657,4.0,Adana,32706,Park,Sonbahar
Gezilecek Yer 658,3.7,Konya,6065,Plaj,Kış
Gezilecek Yer 659,4.1,Muğla,40682,Plaj,Sonbahar
Gezilecek Yer 660,4.5,Bursa,5020,Müze,Yaz
Gezilecek Yer 661,3.8,Muğla,56986,Tarihi Yer,Yaz
Gezilecek Yer 662,4.7,Muğla,5370,Restoran,Bahar
Gezilecek Yer 663,4.4,Muğla,32213,Müze,Yaz
Gezilecek Yer 664,3.8,Bodrum,40017,Müze,Kış
Gezilecek Yer 665,4.4,Muğla,9474,Restoran,Kış
Gezilecek Yer 666,4.8,Muğla,45537,Tarihi Yer,Bahar
Gezilecek Yer 667,4.4,Muğla,3261,Restoran,Kış
Gezilecek Yer 668,4.4,Bodrum,1239,Tarihi Yer,Kış
Gezilecek Yer 669,3.9,Adana,9167,Müze,Yaz
Gezilecek Yer 670,4.1,Muğla,8194,Plaj,Yaz
Gezilecek Yer 671,3.8,Antalya,3164,Restoran,Sonbahar
Gezilecek Yer 672,4.7,Bursa,10376,Restoran,Sonbahar
Gezilecek Yer 673,4.0,Ankara,36171,Müze,Sonbahar
Gezilecek Yer 674,4.1,Muğla,39866,Restoran,Sonbahar
Gezilecek Yer 675,3.8,Ankara,20643,Park,Bahar
Gezilecek Yer 676,4.4,Bodrum,40382,Park,Bahar
Gezilecek Yer 677,3.6,Adana,5872,Tarihi Yer,Yaz
Gezilecek Yer 678,4.0,Muğla,36081,Plaj,Kış
Gezilecek Yer 679,3.8,Adana,15321,Müze,Yaz
Gezilecek Yer 680,4.4,Konya,2632,Tarihi Yer,Sonbahar
Gezilecek Yer 681,4.3,Muğla,47010,Tarihi Yer,Sonbahar
Gezilecek Yer 682,4.9,Bursa,38545,Plaj,Kış
Gezilecek Yer 683,4.3,Konya,12506,Restoran,Kış
Gezilecek Yer 684,4.0,Trabzon,9097,Park,Bahar
Gezilecek Yer 685,4.1,Antalya,28548,Restoran,Kış
Gezilecek Yer 686,4.6,Bodrum,7030,Restoran,Yaz
Gezilecek Yer 687,3.9,Antalya,43492,Plaj,Yaz
Gezilecek Yer 688,3.9,Konya,3479,Park,Bahar
Gezilecek Yer 689,4.8,İstanbul,52006,Tarihi Yer,Yaz
Gezilecek Yer 690,3.7,Konya,55593,Restoran,Kış
Gezilecek Yer 691,3.7,Antalya,2018,Park,Sonbahar
Gezilecek Yer 692,4.1,Bodrum,31866,Plaj,Kış
Gezilecek Yer 693,4.8,Muğla,36491,Plaj,Sonbahar
Gezilecek Yer 694,4.6,Bodrum,12593,Restoran,Kış
Gezilecek Yer 695,3.9,Ankara,26866,Park,Yaz
Gezilecek Yer 696,5.0,Trabzon,6687,Restoran,Kış
Gezilecek Yer 697,3.9,Trabzon,23330,Tarihi Yer,Yaz
Gezilecek Yer 698,4.1,Antalya,57808,Tarihi Yer,Kış
Gezilecek Yer 699,4.2,Adana,53555,Park,Sonbahar
Gezilecek Yer 700,4.8,Adana,23941,Plaj,Sonbahar
Gezilecek Yer 701,3.6,Muğla,38529,Park,Bahar
Gezilecek Yer 702,4.5,Bursa,51916,Park,Yaz
Gezilecek Yer 703,3.8,Konya,23740,Müze,Yaz
Gezilecek Yer 704,4.2,Antalya,48401,Park,Yaz
Gezilecek Yer 705,4.0,İstanbul,18389,Park,Kış
Gezilecek Yer 706,3.6,İstanbul,1302,Plaj,Kış
Gezilecek Yer 707,3.9,Konya,48346,Restoran,Kış
Gezilecek Yer 708,3.9,Ankara,59005,Park,Bahar
Gezilecek Yer 709,3.8,Konya,22790,Müze,Yaz
Gezilecek Yer 710,4.5,Antalya,36466,Müze,Sonbahar
Gezilecek Yer 711,4.5,Muğla,2847,Tarihi Yer,Kış
Gezilecek Yer 712,4.2,Bodrum,50491,Tarihi Yer,Kış
Gezilecek Yer 713,4.8,Trabzon,48527,Plaj,Bahar
Gezilecek Yer 714,3.5,Muğla,31378,Park,Bahar
Gezilecek Yer 715,4.4,Trabzon,4249,Tarihi Yer,Bahar
Gezilecek Yer 716,4.5,İstanbul,52235,Restoran,Yaz
Gezilecek Yer 717,4.7,Bodrum,3181,Restoran,Kış
Gezilecek Yer 718,4.3,Trabzon,49608,Müze,Kış
Gezilecek Yer 719,4.6,Adana,34383,Park,Yaz
Gezilecek Yer 720,3.7,Trabzon,47798,Restoran,Kış
Gezilecek Yer 721,3.8,İzmir,29294,Restoran,Sonbahar
Gezilecek Yer 722,4.6,Ankara,25708,Tarihi Yer,Yaz
Gezilecek Yer 723,4.8,İzmir,15930,Park,Sonbahar
Gezilecek Yer 724,4.9,Ankara,59407,Plaj,Yaz
Gezilecek Yer 725,4.3,Konya,32346,Plaj,Bahar
Gezilecek Yer 726,4.7,Antalya,57434,Park,Bahar
Gezilecek Yer 727,3.7,Konya,15546,Park,Kış
Gezilecek Yer 728,4.8,Trabzon,7327,Tarihi Yer,Kış
Gezilecek Yer 729,4.2,İstanbul,45339,Restoran,Bahar
Gezilecek Yer 730,4.1,Muğla,4318,Restoran,Yaz
Gezilecek Yer 731,4.2,İstanbul,35710,Tarihi Yer,Sonbahar
Gezilecek Yer 732,4.0,Antalya,5535,Tarihi Yer,Yaz
Gezilecek Yer 733,4.8,Trabzon,22993,Tarihi Yer,Bahar
Gezilecek Yer 734,4.1,Bursa,596,Restoran,Bahar
Gezilecek Yer 735,4.1,Bodrum,14091,Plaj,Yaz
Gezilecek Yer 736,3.7,Ankara,13307,Tarihi Yer,Sonbahar
Gezilecek Yer 737,4.2,Antalya,8720,Tarihi Yer,Bahar
Gezilecek Yer 738,4.3,Bursa,58012,Tarihi Yer,Sonbahar
Gezilecek Yer 739,3.6,Konya,32346,Müze,Bahar
Gezilecek Yer 740,3.7,Konya,48272,Restoran,Kış
Gezilecek Yer 741,4.7,Bursa,22710,Müze,Sonbahar
Gezilecek Yer 742,3.7,Muğla,22564,Restoran,Bahar
Gezilecek Yer 743,4.1,İzmir,9829,Restoran,Bahar
Gezilecek Yer 744,4.2,İstanbul,29162,Park,Yaz
Gezilecek Yer 745,4.1,Bodrum,4212,Müze,Yaz
Gezilecek Yer 746,3.5,Adana,18174,Tarihi Yer,Sonbahar
Gezilecek Yer 747,4.1,İzmir,21121,Tarihi Yer,Yaz
Gezilecek Yer 748,4.9,Adana,28918,Tarihi Yer,Kış
Gezilecek Yer 749,4.4,Antalya,42985,Restoran,Bahar
Gezilecek Yer 750,3.5,Ankara,23918,Plaj,Bahar
Gezilecek Yer 751,4.3,Antalya,47726,Tarihi Yer,Kış
Gezilecek Yer 752,4.7,Bursa,16422,Plaj,Sonbahar
Gezilecek Yer 753,3.9,İzmir,43624,Plaj,Sonbahar
Gezilecek Yer 754,3.8,Bursa,19989,Plaj,Kış
Gezilecek Yer 755,3.7,İstanbul,53418,Müze,Yaz
Gezilecek Yer 756,4.0,Bodrum,19646,Tarihi Yer,Yaz
Gezilecek Yer 757,3.8,Ankara,15526,Restoran,Sonbahar
Gezilecek Yer 758,4.8,Bursa,25754,Müze,Bahar
Gezilecek Yer 759,4.3,Adana,46088,Plaj,Kış
Gezilecek Yer 760,4.1,Bodrum,35395,Park,Sonbahar
Gezilecek Yer 761,4.4,Antalya,28024,Tarihi Yer,Yaz
Gezilecek Yer 762,3.5,İstanbul,50606,Restoran,Bahar
Gezilecek Yer 763,4.7,Trabzon,34128,Tarihi Yer,Yaz
Gezilecek Yer 764,4.9,Trabzon,40123,Tarihi Yer,Bahar
Gezilecek Yer 765,4.0,Adana,37780,Restoran,Kış
Gezilecek Yer 766,3.9,İzmir,25296,Park,Bahar
Gezilecek Yer 767,3.8,İzmir,8713,Tarihi Yer,Sonbahar
Gezilecek Yer 768,4.8,Ankara,28612,Tarihi Yer,Bahar
Gezilecek Yer 769,3.7,Bursa,27940,Plaj,Kış
Gezilecek Yer 770,3.7,İstanbul,41824,Tarihi Yer,Sonbahar
Gezilecek Yer 771,4.4,İstanbul,45941,Plaj,Yaz
Gezilecek Yer 772,4.9,Konya,58105,Tarihi Yer,Yaz
Gezilecek Yer 773,3.7,İstanbul,31105,Restoran,Bahar
Gezilecek Yer 774,4.9,Konya,29072,Plaj,Sonbahar
Gezilecek Yer 775,4.4,Trabzon,470,Plaj,Sonbahar
Gezilecek Yer 776,4.8,Konya,55311,Müze,Bahar
Gezilecek Yer 777,5.0,İzmir,44971,Tarihi Yer,Kış
Gezilecek Yer 778,3.7,Konya,30237,Plaj,Bahar
Gezilecek Yer 779,3.8,İzmir,55655,Müze,Sonbahar
Gezilecek Yer 780,4.5,İzmir,49912,Park,Kış
Gezilecek Yer 781,4.2,Trabzon,48720,Tarihi Yer,Sonbahar
Gezilecek Yer 782,3.8,Konya,4704,Plaj,Yaz
Gezilecek Yer 783,4.5,İstanbul,10133,Park,Yaz
Gezilecek Yer 784,3.6,İzmir,902,Restoran,Bahar
Gezilecek Yer 785,4.2,Trabzon,58664,Park,Sonbahar
Gezilecek Yer 786,4.1,İstanbul,7547,Park,Kış
Gezilecek Yer 787,3.6,Ankara,11281,Park,Yaz
Gezilecek Yer 788,4.2,Muğla,12026,Plaj,Yaz
Gezilecek Yer 789,3.5,Ankara,26254,Restoran,Yaz
Gezilecek Yer 790,4.8,Ankara,15109,Park,Sonbahar
Gezilecek Yer 791,3.9,Trabzon,8108,Park,Kış
Gezilecek Yer 792,4.7,Ankara,8637,Plaj,Bahar
Gezilecek Yer 793,4.8,Bodrum,275,Plaj,Sonbahar
Gezilecek Yer 794,3.6,Bodrum,31650,Plaj,Kış
Gezilecek Yer 795,4.0,Ankara,29202,Plaj,Yaz
Gezilecek Yer 796,4.1,Bursa,32911,Tarihi Yer,Bahar
Gezilecek Yer 797,3.5,Adana,37011,Park,Kış
Gezilecek Yer 798,3.8,Antalya,41814,Tarihi Yer,Kış
Gezilecek Yer 799,4.9,Bursa,43382,Plaj,Bahar
Gezilecek Yer 800,3.8,Adana,35716,Park,Sonbahar
Gezilecek Yer 801,4.5,Konya,11218,Restoran,Yaz
Gezilecek Yer 802,4.5,Bursa,21518,Müze,Sonbahar
Gezilecek Yer 803,3.8,Trabzon,36170,Park,Bahar
Gezilecek Yer 804,4.5,Bursa,19292,Restoran,Bahar
Gezilecek Yer 805,3.6,Adana,52331,Müze,Sonbahar
Gezilecek Yer 806,4.1,Adana,11303,Restoran,Yaz
